Bonus Name,Aztecs,Berbers,Britons,Burmese,Byzantines,Celts,Chinese,Ethiopians,Franks,Goths,Huns,Incas,Indians,Italians,Japanese,Khmer,Koreans,Magyars,Malay,Malians,Mayans,Mongols,Persians,Portuguese,Saracens,Slavs,Spanish,Teutons,Turks,Vietnamese,Vikings
Sanctity_cost_in_Gold_in_the_Imperial_Age,120,120,120,60,120,120,96,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
Sappers_cost_in_Food_in_the_Imperial_Age,400,400,400,400,400,400,320,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
Sappers_cost_in_Gold_in_the_Imperial_Age,200,200,200,200,200,200,160,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Scale_Barding_Armor_cost_in_Food_in_the_Castle_Age,150,150,150,150,150,150,127.5,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Scale_Barding_Armor_cost_in_Food_in_the_Feudal_Age,150,150,150,150,150,150,135,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Scale_Barding_Armor_cost_in_Food_in_the_Imperial_Age,150,150,150,150,150,150,120,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Scale_Mail_Armor_cost_in_Food_in_the_Castle_Age,100,100,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Scale_Mail_Armor_cost_in_Food_in_the_Feudal_Age,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Scale_Mail_Armor_cost_in_Food_in_the_Imperial_Age,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Scorpion_cost_in_Gold,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,63.75,75,63.75,75,75,75,75,75
Scorpion_cost_in_Wood,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,63.75,75,75,75,75,75
Scorpion_creation_speed,25.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Scorpion_Rate_of_Fire,3.6,3.6,3.6,3.6,3.6,4.32,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
Scout_Cavalry_cost_in_Food_in_the_Castle_Age,80,68,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Scout_Cavalry_cost_in_Food_in_the_Imperial_Age,80,64,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Scout_Cavalry_HP_rating,45,45,45,45,45,45,45,45,54,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
Scout_Cavalry_unit_cost_in_Food,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,68,80,80,80,80,80,80,80,80,80,80,80,80,80
Scout_Cavalry_UpCost_food,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,150
Scout_Cavalry_UpCost_gold,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50
Sheep_per_Villager_per_Minute_to_the_Mill,1,1,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheep_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Castle_Age,1,1,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.15,1,1,1,1,1,1,1,1
Sheep_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Feudal_Age,1,1,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1,1,1,1,1,1,1,1,1
Sheep_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Imperial_Age,1,1,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1
Shipwright_cost_in_Food_in_the_Imperial_Age,1000,1000,1000,1000,1000,1000,800,1000,1000,1000,1000,1000,1000,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Shipwright_cost_in_Gold_in_the_Imperial_Age,300,300,300,300,300,300,240,300,300,300,300,300,300,150,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
Shore_Fish_per_Villager_per_Minute_to_the_Dock,2,2,2,2,2,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Shore_Fish_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Castle_Age,2,2,2,2,2,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2
Shore_Fish_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Feudal_Age,2,2,2,2,2,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2,2,2.2,2,2,2,2,2,2,2,2
Shore_Fish_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Imperial_Age,2,2,2,2,2,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2,2,2.4,2,2,2,2,2,2,2,2
Shotel_Warrior_gold_cost,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,29.75,35,35,35,35,35,35,35
Siege_Onager_cost_in_Gold,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,114.75,135,114.75,135,135,135,135,135
Siege_Onager_cost_in_Wood,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,136,160,160,160,160,160
Siege_Onager_creation_speed,39.1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
Siege_Onager_Rate_of_Fire,6,6,6,6,6,7.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Siege_Ram_cost_in_Gold,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,63.75,75,63.75,75,75,75,75,75
Siege_Ram_cost_in_Wood,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,136,160,160,160,160,160
Siege_Ram_creation_speed,30.6,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
Siege_Ram_Rate_of_Fire,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Siege_Tower_cost_in_Gold,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,136,160,136,160,160,160,160,160
Siege_Tower_cost_in_Wood,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,170,200,200,200,200,200
Siege_Tower_creation_speed,30.6,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
Siege_Workshop_build_time,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,28,40,40,40,40
Siege_Workshop_cost_in_wood,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,170,200,200,200,200,200,200,200,200,200,200,200
Siege_Workshop_HP_upon_reaching_Castle_Age,1800,1800,1800,1800,2340,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
Siege_Workshop_HP_upon_reaching_Imperial_Age,2100,2100,2100,2100,2940,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
Skirmisher_creation_speed,18.7,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Skirmisher_Food_in_the_Castle_Age,25,25,25,25,18.75,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20,25,25,25,25,25,25,25,25,25,25
Skirmisher_Food_in_the_Feudal_Age,25,25,25,25,18.75,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22.5,25,25,25,25,25,25,25,25,25,25
Skirmisher_Food_in_the_Imperial_Age,25,25,25,25,18.75,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,17.5,25,25,25,25,25,25,25,25,25,25
Skirmisher_HP_rating_in_the_Castle_Age,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,36,30
Skirmisher_HP_rating_in_the_Feudal_Age,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,36,30
Skirmisher_HP_rating_in_the_Imperial_Age,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,36,30
Skirmisher_Wood_in_the_Castle_Age,35,35,35,35,26.25,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,28,35,35,35,35,35,35,35,35,35,35
Skirmisher_Wood_in_the_Feudal_Age,35,35,35,35,26.25,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,31.5,35,35,35,35,35,35,35,35,35,35
Skirmisher_Wood_in_the_Imperial_Age,35,35,35,35,26.25,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,24.5,35,35,35,35,35,35,35,35,35,35
Slinger_gold_cost,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,34,40,40,40,40,40,40,40
Slinger_HP,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,48,40
Spearman_AttackBonusvsArcher_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsArcher_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsArcher_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsBuilding_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsBuilding_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsBuilding_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsBuilding_unpacked_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsBuilding_unpacked_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsBuilding_unpacked_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsCamel_starting_in_the_Castle_Age,12,12,12,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Spearman_AttackBonusvsCamel_starting_in_the_Feudal_Age,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Spearman_AttackBonusvsCamel_starting_in_the_Imperial_Age,12,12,12,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Spearman_AttackBonusvsCastle_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsCastle_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsCastle_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsCavalry_archer_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsCavalry_archer_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsCavalry_archer_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsCavalry_starting_in_the_Castle_Age,15,15,15,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Spearman_AttackBonusvsCavalry_starting_in_the_Feudal_Age,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Spearman_AttackBonusvsCavalry_starting_in_the_Imperial_Age,15,15,15,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Spearman_AttackBonusvsCondottiero_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsCondottiero_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsCondottiero_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsEagle_Warrior_starting_in_the_Castle_Age,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spearman_AttackBonusvsEagle_Warrior_starting_in_the_Feudal_Age,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spearman_AttackBonusvsEagle_Warrior_starting_in_the_Imperial_Age,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spearman_AttackBonusvsGunpowder_unit_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsGunpowder_unit_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsGunpowder_unit_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsInfantry_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsInfantry_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsInfantry_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsMonk_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsMonk_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsMonk_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsRam_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsRam_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsRam_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsShip_starting_in_the_Castle_Age,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Spearman_AttackBonusvsShip_starting_in_the_Feudal_Age,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Spearman_AttackBonusvsShip_starting_in_the_Imperial_Age,9,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Spearman_AttackBonusvsSiege_weapon_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsSiege_weapon_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsSiege_weapon_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsSpearman_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsSpearman_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsSpearman_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsStandard_building_starting_in_the_Castle_Age,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spearman_AttackBonusvsStandard_building_starting_in_the_Feudal_Age,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spearman_AttackBonusvsStandard_building_starting_in_the_Imperial_Age,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spearman_AttackBonusvsStone_defense_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsStone_defense_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsStone_defense_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsTurtle_Ship_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsTurtle_Ship_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsTurtle_Ship_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsUnique_unit_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsUnique_unit_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsUnique_unit_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsWall_and_gate_starting_in_the_Castle_Age,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsWall_and_gate_starting_in_the_Feudal_Age,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsWall_and_gate_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spearman_AttackBonusvsWar_elephant_starting_in_the_Castle_Age,15,15,15,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Spearman_AttackBonusvsWar_elephant_starting_in_the_Feudal_Age,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Spearman_AttackBonusvsWar_elephant_starting_in_the_Imperial_Age,15,15,15,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Spearman_cost_in_Food,35,35,35,35,26.25,35,35,35,35,22.75,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Spearman_cost_in_Wood,25,25,25,25,18.75,25,25,25,25,16.25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Spearman_creation_speed,18.7,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Spearman_Hit_points_starting_in_the_Castle_Age,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,51.75
Spearman_Hit_points_starting_in_the_Feudal_Age,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,49.5
Spearman_Hit_points_starting_in_the_Imperial_Age,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,54
Spearman_move_Speed,1,1,1,1,1,1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spearman_pierce_armor_rating_in_the_Castle_Age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Spearman_pierce_armor_rating_in_the_Feudal_Age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spearman_pierce_armor_rating_in_the_Imperial_Age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Spearman_Rate_of_Fire_starting_in_the_Feudal_Age,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.8125,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
Spies_cost_in_Gold_in_the_Imperial_Age,30000,30000,30000,30000,30000,30000,24000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
Squires_cost_in_Food_in_the_Castle_Age,100,100,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Squires_cost_in_Food_in_the_Imperial_Age,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stable_build_time,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,35,50,50,50,50
Stable_cost_in_wood,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,148.75,175,175,175,175,175,175,175,175,175,175,175
Stable_HP_upon_reaching_Castle_Age,1800,1800,1800,1800,2340,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
Stable_HP_upon_reaching_Feudal_Age,1500,1500,1500,1500,1800,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
Stable_HP_upon_reaching_Imperial_Age,2100,2100,2100,2100,2940,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
Stone_consumption_rate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85,1,1,1,1,1,1,1,1,1,1
Stone_Mining_cost_in_Food_in_the_Castle_Age,100,100,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stone_Mining_cost_in_Food_in_the_Feudal_Age,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stone_Mining_cost_in_Food_in_the_Imperial_Age,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Stone_Mining_cost_in_Wood_in_the_Castle_Age,75,75,75,75,75,75,63.75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Stone_Mining_cost_in_Wood_in_the_Feudal_Age,75,75,75,75,75,75,67.5,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Stone_Mining_cost_in_Wood_in_the_Imperial_Age,75,75,75,75,75,75,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
